ID,型,お題,属性,心の読み,A側の表記,B側の表記,掛けた対象,完成文章,人間の評価
,フレーズ・慣用句型,素手で触ると凍りついて皮膚が痛むドライアイス,非常に冷たい状態である,ひえひえ,冷え冷え（非常に冷たいさま）,冷え冷え（人間関係が冷え込んでいるさま）,喧嘩中の夫婦,素手で触ると凍りついて皮膚が痛むドライアイスとかけて、喧嘩中の夫婦と解く。その心は「どちらも『ひえひえ』でしょう。」,
,フレーズ・慣用句型,素手で触ると凍りついて皮膚が痛むドライアイス,素手で触れてはいけない,てをだすな,手を出すな（触れるな、危害を加えるな）,手を出すな（余計な干渉をするな、関わるな）,他人の揉め事に首を突っ込む人,素手で触ると凍りついて皮膚が痛むドライアイスとかけて、他人の揉め事に首を突っ込む人と解く。その心は「どちらも『手を出すな』でしょう。」,
,フレーズ・慣用句型,素手で触ると凍りついて皮膚が痛むドライアイス,触ると身体に物理的な痛みを伴う,いたいめをみる,痛い目を見る（実際に身体的な苦痛を受ける）,痛い目を見る（ひどい失敗をしたり、手痛い損害を被ったりする）,準備不足でプロジェクトを始めた経営者,素手で触ると凍りついて皮膚が痛むドライアイスとかけて、準備不足でプロジェクトを始めた経営者と解く。その心は「どちらも『痛い目を見る』でしょう。」,
,完全な同音異義語型,鼓膜が破れそうなほどけたたましく鳴るサイレン,大音量で鳴り響き、音が割れるように聞こえる状態,わかれる,音が「割れる」,道が「分かれる」,道の分岐点,鼓膜が破れそうなほどけたたましく鳴るサイレンとかけて、道の分岐点と解く。その心は「どちらも『わかれる』でしょう。」,
,完全な同音異義語型,鼓膜が破れそうなほどけたたましく鳴るサイレン,けたたましい音が周囲に響き渡る状態,なる,けたたましい音が「鳴る」,夢が「成る」,長年の夢を叶えた人,鼓膜が破れそうなほどけたたましく鳴るサイレンとかけて、長年の夢を叶えた人と解く。その心は「どちらも『なる』でしょう。」,
,完全な同音異義語型,鼓膜が破れそうなほどけたたましく鳴るサイレン,危険を知らせる「警報」を発する状態,けいほう,危険を知らせる「警報」,国が定めた法律「刑法」,法律を学ぶ学生,鼓膜が破れそうなほどけたたましく鳴るサイレンとかけて、法律を学ぶ学生と解く。その心は「どちらも『けいほう』でしょう。」,
,多義語型,鼓膜が破れそうなほどけたたましく鳴るサイレン,緊急事態を知らせ、周囲に注意を促す機能,ちゅういをうながす,危険に「注意を促す」,行動に「注意を促す」,子供に勉強するよう促す親,鼓膜が破れそうなほどけたたましく鳴るサイレンとかけて、子供に勉強するよう促す親と解く。その心は「どちらも『注意を促す』でしょう。」,
,多義語型,鼓膜が破れそうなほどけたたましく鳴るサイレン,発生源や緊急事態の場所を音で知らせる機能,ばしょを知らせる,事故や火事の「場所を知らせる」,集合の「場所を知らせる」,集合場所を連絡する幹事,鼓膜が破れそうなほどけたたましく鳴るサイレンとかけて、集合場所を連絡する幹事と解く。その心は「どちらも『場所を知らせる』でしょう。」,
,多義語型,鼓膜が破れそうなほどけたたましく鳴るサイレン,けたたましい音が鳴り止まない状態,とまらない,けたたましい音が「止まらない」,咳が「止まらない」,風邪で咳が止まらない人,鼓膜が破れそうなほどけたたましく鳴るサイレンとかけて、風邪で咳が止まらない人と解く。その心は「どちらも『止まらない』でしょう。」,
,フレーズ・慣用句型,鼓膜が破れそうなほどけたたましく鳴るサイレン,緊急事態で、迅速な対応が求められる状況,いっこくをあらそう,救急を要し「一刻を争う」事態,締め切り前の仕事で「一刻を争う」,締め切りに追われる編集者,鼓膜が破れそうなほどけたたましく鳴るサイレンとかけて、締め切りに追われる編集者と解く。その心は「どちらも『一刻を争う』でしょう。」,
,フレーズ・慣用句型,鼓膜が破れそうなほどけたたましく鳴るサイレン,周囲に迫る危険を告知する機能,きけんをしらせる,緊急事態の「危険を知らせる」,潜在的なリスクの「危険を知らせる」,詐欺師が近づいていることを知らせる防犯アナウンス,鼓膜が破れそうなほどけたたましく鳴るサイレンとかけて、詐欺師が近づいていることを知らせる防犯アナウンスと解く。その心は「どちらも『危険を知らせる』でしょう。」,
,フレーズ・慣用句型,鼓膜が破れそうなほどけたたましく鳴るサイレン,非常に大きな音で、耳に強烈な不快感を与える感覚,みみをつんざく,大音量が「耳をつんざく」,鋭い叫び声が「耳をつんざく」,ロックバンドのボーカルのシャウト,鼓膜が破れそうなほどけたたましく鳴るサイレンとかけて、ロックバンドのボーカルのシャウトと解く。その心は「どちらも『耳をつんざく』でしょう。」,
,完全な同音異義語型,くるまるとフワフワで温かくて眠くなる毛布,温かくて安眠を誘う効果,かいみん,快眠,海綿,スポンジの原料,「くるまるとフワフワで温かくて眠くなる毛布」とかけて、「スポンジの原料」と解く。その心は「どちらも『かいみん（快眠/海綿）』でしょう。」,
,完全な同音異義語型,くるまるとフワフワで温かくて眠くなる毛布,フワフワで心地よい触り心地,かんしょく,感触,間食,おやつの時間,「くるまるとフワフワで温かくて眠くなる毛布」とかけて、「おやつの時間」と解く。その心は「どちらも『かんしょく（感触/間食）』でしょう。」,
,完全な同音異義語型,くるまるとフワフワで温かくて眠くなる毛布,くるまると全身を温かく包み込む,ぜんしん,全身,前進,目標に向かって努力する人,「くるまるとフワフワで温かくて眠くなる毛布」とかけて、「目標に向かって努力する人」と解く。その心は「どちらも『ぜんしん（全身/前進）』でしょう。」,
,多義語型,くるまるとフワフワで温かくて眠くなる毛布,くるまると体を包み込む,つつむ,包む（物理的に）,包む（秘密を隠す）,誰にも言えない秘密,「くるまるとフワフワで温かくて眠くなる毛布」とかけて、「誰にも言えない秘密」と解く。その心は「どちらも『包む』でしょう。」,
,多義語型,くるまるとフワフワで温かくて眠くなる毛布,体に掛けて使う,かける,掛ける（毛布を体に）,掛ける（賭け事を）,賭け事に熱中するギャンブラー,「くるまるとフワフワで温かくて眠くなる毛布」とかけて、「賭け事に熱中するギャンブラー」と解く。その心は「どちらも『掛ける』でしょう。」,
