象限,対象国,類型,事象・噂の名称,実践内容・信じられている内容,社会的機能,心理的効果,[事実確認]学術的背景・反証,事例1：状況,事例1：表現,事例1：分析,事例2：状況,事例2：表現,事例2：分析,事例3：状況,事例3：表現,事例3：分析
第1象限,ハンガリー,【事実】,「Tetszik」を含む迂回的敬語システム,目上の人への敬意を示す際、直接的な「あなた（?n/Maga）」を避け、三人称単数の動詞「tetszik（気に入る）」を用いて「?なさる」と表現する。,世代間や社会的階層間の距離を適切に保ち、摩擦を回避する。,敬意と同時に、対立を避ける安全性・安心感をもたらす。,"ハンガリー語にはTe, Maga, ?nという複雑な二人称代名詞があるが、特に高齢者に対しては直接的な代名詞が失礼に当たるという感覚があり、動詞tetszikを助動詞的に用いる迂回表現が社会的に定着している。",若者が高齢者に体調を尋ねる時,Hogy tetszik lenni?（いかがお過ごしですか？ 直訳：どのようであるのがお気に召しますか）,直接的な代名詞を避け、相手の意思を尊重する謙譲の態度を示す。,店員が高齢の客に席を勧める時,Le tetszik ?lni?（お座りになりますか？）,命令形や直接的な疑問文の響きを和らげ、選択権を相手に委ねる。,子供が祖父母に何かを渡す時,El tetszik fogadni?（お受け取りになりますか？）,肉親であっても世代間の敬意を言語的に明確化する機能を持つ。
第2象限,ハンガリー,【事実】,Mad?rnyelv（鳥の言葉・秘密語）,単語の各母音の後に「v＋同じ母音」を挿入して話す言語遊戯。,子供や若者などの仲間内で、外部（親や教師）に知られずに秘密のコミュニケーションを行う。,秘密を共有することによる強い連帯感とアハ体験（暗号解読の喜び）。,世界中に存在する言語遊戯（Language game）の一種であり、ハンガリー語の母音調和と音声的特徴に深く根ざした隠語体系として民俗言語学で研究されている。,誰かについて秘密裏に聞く時,Tu-vu-do-vod ?-v?-t?（元の文：Tudod ?t? / 彼を知ってる？）,母音の後にv+母音を挿入し、音の連続を複雑化して部外者の理解を妨げる。,秘密の愛情表現をする時,Sze-ve-re-vet-le-vek（元の文：Szeretlek / 愛している）,感情的なメッセージを暗号化することで、発話の照れを和らげつつ親密さを高める。,簡単な否定を悟られずに伝える時,Ne-vem（元の文：Nem / いいえ）,最も短い単語であっても規則を適用することで、遊びのルールを厳格に守り仲間意識を確認する。
第3象限,ハンガリー,【事実】,ハンガリー語の連鎖的・冒涜的罵倒（K?romkod?s）,怒りや対立の際、神や聖人、または相手の肉親（特に母親）を組み合わせた極めて長く創造的な罵倒文を構築する。,相手への最大の侮辱、あるいは自身の極度のストレスのガス抜き（言葉による暴力の発散）。,タブー（宗教的・道徳的規範）を意図的に破ることで得られる強い解放感と、相手への威圧。,ハンガリー語は膠着語であり、接尾辞を連続させることで無限に文を拡張できる。これがカトリック的タブーと結びつき、世界でも類を見ないほど複雑な罵倒表現が発達したことが民俗言語学的に指摘されている。,言い争いで相手を決定的に非難する時,Menj a pics?ba!（失せろ / 直訳：女性器の中へ行け）,身体的タブーを用いた直接的な排斥・分断の表現。,相手の血統や存在を冒涜する時,Az any?d valag?t!（直訳：お前の母親の尻！）,相手の肉親を標的にすることで、個人的な対立を家族の尊厳の破壊へとエスカレートさせる。,究極の怒りや対立時に宗教的タブーを破る時,Az Isten bassza meg!（直訳：神が（それを）犯せばいい！）,神聖な存在を性的な卑語と結びつけることで、社会規範を完全に拒絶する攻撃性を示す。
第4象限,ハンガリー,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
第1象限,ルーマニア,【事実】,代名詞の階層的使い分け (Tu / Dumneata / Dumneavoastr?),相手との社会的距離や年齢に応じて、3段階の二人称代名詞を厳格に使い分ける。,上下関係や親疎の関係を言語的に固定し、社会の階層秩序を維持する。,適切な距離感を保つことによる相互の安心感と、失礼にあたるという不安の解消。,ラテン語起源のロマンス語に見られるT-V敬称の区分だが、ルーマニア語は特にDumneata（やや丁寧）とDumneavoastr?（非常に丁寧・複数形扱い）という細かい中間層を持つ点が社会言語学的に特徴的。,友人間や家族間での会話,Ce faci tu?（君は何をしているの？）,最も親密な距離感。水平的関係の確認。,地方での目上の人や年上の知人への呼びかけ,"Cum te sim?i, dumneata?（あなたのご気分はいかがですか？）",敬意を示しつつも、過度なよそよそしさを避ける中間的な親密さ。,公式な場面や初対面の目上の人への挨拶,"Ce mai face?i, dumneavoastr??（あなた様はいかがお過ごしですか？）",最大限の敬意と社会的距離を示すため、代名詞に加えて動詞も複数形(face?i)を使用する。
第2象限,ルーマニア,【都市伝説】,「Dor（郷愁）」の絶対的翻訳不可能説,ルーマニア語の「Dor」という単語は、他のいかなる言語にも翻訳できない独自の複雑な感情（切なさ、郷愁、愛求）を表していると広く信じられている。,ルーマニア人の精神性（スピリチュアリティ）の独自性と文化的優位性を主張する。,「自分たちにしか理解できない感情がある」という選民意識と深い仲間意識の強化。,比較言語学的にはポルトガル語のSaudadeなど類似の語は多言語に存在するが、19世紀の国民国家形成期にロマン主義の詩人たちが「Dor」を民族精神の核として神聖化したため、この神話が国民的常識として定着した。,外国人に自国の文化を説明する時,「Dorは英語では絶対に翻訳できない特別な感情だ」,自文化の独自性を神聖化し、外部との境界線を引く防衛的・誇示的な言語実践。,伝統的な民謡（ドイナ）の価値を語る時,C?nt? cu dor（Dorを込めて歌う）,単なる「感情」を超え、ルーマニアの伝統芸術の魂そのものであるかのように語られる。,離れて暮らす家族や恋人への表現の特別視,Mi-e dor de tine（あなたが恋しい）,日常的な表現でありながら、他言語の「I miss you」よりも深い霊的な結びつきがあると話者自身が信じて使用する。
第3象限,ルーマニア,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
第4象限,ルーマニア,【事実】,共産党体制下のバクロニム（後付け略語ジョーク）,共産主義体制下の検閲や物不足に対する不満を、公式の政府機関や党の略語を皮肉な別の言葉に読み替えることで笑い飛ばした。,体制に対する直接的な批判が禁止されていた社会での、安全な形でのガス抜きと抵抗（隠れた台本）。,抑圧された状況下で、笑いを通じて「自分たちは体制に精神的に屈していない」という連帯感や優越感を得る。,独裁体制下において検閲を逃れるためのユーモア（黒い笑い）として広くルーマニア社会で共有されていた民衆の言語的抵抗運動の一種。,共産党（PCR）の縁故主義を批判・揶揄する時,"PCR = Pile, Cuno?tin?e, Rela?ii（元の意味：ルーマニア共産党 / ジョークの意味：コネ、知人、関係）",党が実力ではなく縁故で動いているという腐敗を、党の正式名称に重ね合わせて暴露する。,国営貯蓄銀行（CEC）でお金が引き出せない時,CEC = C?nd Elibera?i Contul?（元の意味：貯蓄・委託金庫 / ジョークの意味：いつ口座を開放してくれるんだ？）,機能不全に陥った金融システムへの不満を、機関名の略称を使って皮肉る。,農業協同組合（C.A.P.）の貧困な実態を嘆く時,"C.A.P. = C?ut?m Ap?, P?ine（元の意味：農業生産協同組合 / ジョークの意味：私たちは水とパンを探している）",集団農場化による食糧難という悲惨な現実を、略語遊びの形にして心理的に昇華する。
第1象限,ブルガリア,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
第2象限,ブルガリア,【都市伝説】,「キリル文字はブルガリア専用に作られた」という起源神話,キリル文字はロシア人などではなく、キュリロスとメトディオス（またはその弟子）が「純粋にブルガリア人のために」発明したという強力な歴史的信念。,ロシアや他のスラブ系国家に対する文化的優位性の確保。,スラブ文化の「発祥の地」であるという歴史的誇りとナショナリズムの鼓舞。,史実としてキリル文字はブルガリア第一帝国時代に発達したが、発端はモラヴィアでの布教等広範なスラブ諸語のための事業であった。これを「ブルガリア民族専用」と現代のナショナリズムに投影するのは歴史の単純化・神話化である。,5月24日の「文字の日」の祝典,「キリル文字はブルガリアの贈り物である（Кирилицата е български дар）」,国を挙げての祝日において、文字の起源を自国の功績として独占的に語る。,他国のスラブ人と文字について議論する時,「お前たちが使っている文字は我々が与えたものだ」,言語・文字を地政学的なマウント（文化的優位性の誇示）の道具として用いる。,キュリロスとメトディオスの神聖化,兄弟を「ブルガリアの守護聖人」として描写するイコンや言説,ビザンツ出身の宣教師を「ブルガリアの歴史的偉人」として土着化・神話化する。
